Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
156665,MNCPPC-Wooden Bridge Road Water Main Emergency Repair,"30 yards past the dead end of Wooden Bridge Rd in Watts Branch, East of 9501 Overlea Dr, 39.062578, -77.194427",Rockville,MD,20850,Montgomery,Nontidal Wetlands,4/4/2017 12:00:00 AM,,,17-3089,,Active - No work today,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,83
156665,MNCPPC-Wooden Bridge Road Water Main Emergency Repair,"30 yards past the dead end of Wooden Bridge Rd in Watts Branch, East of 9501 Overlea Dr, 39.062578, -77.194427",Rockville,MD,20850,Montgomery,Waterway Construction,4/4/2017 12:00:00 AM,,,17-3089,,Active - No work today,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,84
137894,Towson University - Osler Drive,"Towson University - Osler Drive, adjacent to the driveway to the Union Garage off of Osler Drive, just south of intersection, with Towsontown Bld",Towson,MD,21284,Baltimore,Waterway Construction,4/20/2017 12:00:00 AM,13-NT-0048,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,85
66329,Project - NIH J.E. Porter Neuroscience Research Center (NRC) Phase I,"J.E. Porter Neuroscience Research Center (NRC) Phase Iilding 13/2W64, roject - NIH J.E. Porter Neuroscience Research Center (NRC) Phase I",Bethesda,MD,20892,Montgomery,State_federal SWM,4/20/2017 12:00:00 AM,10-SF-0023,,,,Complete,Satisfactory/Compliance,Close File,N,86
151324,Pearce Creek Water Service Area Transmission Main and Distribution System,"project is located along Crystal Beach Rd (Rte 282), Grove Neck Rd, Pond Neck Rd,, and streets within West View Shores, Bay View Estates, Sunset Point",Cecilton,MD,21919,Cecil,Sediment_Erosion,4/24/2017 12:00:00 AM,,MDRCH0230,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,87
151324,Pearce Creek Water Service Area Transmission Main and Distribution System,"project is located along Crystal Beach Rd (Rte 282), Grove Neck Rd, Pond Neck Rd,, and streets within West View Shores, Bay View Estates, Sunset Point",Cecilton,MD,21919,Cecil,NPDES Construction Activity,4/24/2017 12:00:00 AM,,MDRCH0230,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,88
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,4/25/2017 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,89
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,NPDES Construction Activity,4/25/2017 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,90
142582,City of Frederick-Waterford Park,"Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue",Frederick,MD,21701,Frederick,NPDES Construction Activity,5/2/2017 12:00:00 AM,14-NT-3122,MDRCK01M4,,,Active,Noncompliance,Continue Routine Inspection,N,91
142582,City of Frederick-Waterford Park,"Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue",Frederick,MD,21701,Frederick,Waterway Construction,5/2/2017 12:00:00 AM,14-NT-3122,MDRCK01M4,,,Active,Noncompliance,Continue Routine Inspection,N,92
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,State_federal SWM,5/3/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,93
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,NPDES Construction Activity,5/3/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,94
140617,City of Rockville-Bridge No MR-13-Crofton Hill Lane,"Crofton Hill Lane, Bridge No. MR-13 on Crofton Hill Lane near Montgomery Avenue over a Tributary to Watts Branch",Rockville,MD,20850,Montgomery,Waterway Construction,5/5/2017 12:00:00 AM,13-NT-3192,,,,Complete,Satisfactory/Compliance,Close File,N,95
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,5/15/2017 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Refer to Others (See Findings),N,96
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,5/16/2017 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,97
155382,Solomons Island Road Sidewalk Improvements,"located on Solomons Island South Rd starting from approximately 440' N of Langley Ln, to the intersection of Alexander Lane",Solomons Island,MD,20868,Calvert,Sediment_Erosion,5/17/2017 12:00:00 AM,15-CA-0142,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,98
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,5/31/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,Y,99
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,5/31/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,Y,100
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,NPDES Construction Activity,6/2/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,101
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,State_federal SWM,6/2/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,102
144271,FR DPW-Bridge No F-20-04-Lewistown Road,"Lewistown Road over Fishing Creek, Lewistown Road approximately 0.5 miles east of Hessong Bridge Road.",Thurmont,MD,21788,Frederick,Waterway Construction,6/5/2017 12:00:00 AM,14-NT-3253,,,,Complete,Corrective Actions Required,Continue Routine Inspection,N,103
142582,City of Frederick-Waterford Park,"Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue",Frederick,MD,21701,Frederick,Waterway Construction,6/19/2017 12:00:00 AM,14-NT-3122,MDRCK01M4,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,104
142582,City of Frederick-Waterford Park,"Waterford Park, Located on Rosemont Avenue, West of Frederick Freeway, MD 15, across from Biggs Avenue",Frederick,MD,21701,Frederick,NPDES Construction Activity,6/19/2017 12:00:00 AM,14-NT-3122,MDRCK01M4,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,105
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,NPDES Construction Activity,6/21/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Complete,Satisfactory/Compliance,Close File,N,106
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center",College Park,MD,20740,Prince George's,State_federal SWM,6/21/2017 12:00:00 AM,14-SF-0181,MDRCQS05B,,,Complete,Satisfactory/Compliance,Close File,N,107
138638,Sassafras River Association,"MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge",Cecilton,MD,21913,Cecil,Nontidal Wetlands,6/27/2017 12:00:00 AM,"13NT3020,16CE0116",MDRCH0239,,,Complete,Satisfactory/Compliance,Close File,N,108
138638,Sassafras River Association,"MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge",Cecilton,MD,21913,Cecil,NPDES Construction Activity,6/27/2017 12:00:00 AM,"13NT3020,16CE0116",MDRCH0239,,,Complete,Satisfactory/Compliance,Close File,N,109
138638,Sassafras River Association,"MD Rte 301, Project involves +/- 2,000 feet of tributary stream from the weigh station on the west side of, Rte 301 north of the Sassafras River bridge",Cecilton,MD,21913,Cecil,Sediment_Erosion,6/27/2017 12:00:00 AM,"13NT3020,16CE0116",MDRCH0239,,,Complete,Satisfactory/Compliance,Close File,N,110
150623,St Charles Community LLC-Village of Wooded Glen Neighborhood 2,"S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd",Saint Charles,MD,20602,Charles,Waterway Construction,7/18/2017 12:00:00 AM,15-NT-0383,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,111
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,Nontidal Wetlands,7/24/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,112
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,State_federal SWM,7/24/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,113
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,NPDES Construction Activity,7/24/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,114
157620,NPS-C and O Canal NHP-Paw Paw Slope Stabilization,"Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269",Oldtown,MD,21555,Allegany,Nontidal Wetlands,8/1/2017 12:00:00 AM,17-NT-3192,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,115
157620,NPS-C and O Canal NHP-Paw Paw Slope Stabilization,"Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269",Oldtown,MD,21555,Allegany,Waterway Construction,8/1/2017 12:00:00 AM,17-NT-3192,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,Y,116
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,NPDES Construction Activity,8/9/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,117
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,Nontidal Wetlands,8/9/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,118
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,State_federal SWM,8/9/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,119
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,Sediment_Erosion,8/11/2017 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active - No work today,Noncompliance,Continue Routine Inspection,N,120
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,NPDES Industrial Minor Surface Water,8/11/2017 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active - No work today,Noncompliance,Continue Routine Inspection,N,121
152512,Demolition Plan for M.E.L.P.,"situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek",Hagerstown,MD,21740,Washington,NPDES Construction Activity,8/11/2017 12:00:00 AM,"13-DP-3794,15-WA-0145",MDRCV02DR,,,Active - No work today,Noncompliance,Continue Routine Inspection,N,122
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,8/15/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Noncompliance,Continue Routine Inspection,Y,123
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,8/15/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Noncompliance,Continue Routine Inspection,Y,124
137894,Towson University - Osler Drive,"Towson University - Osler Drive, adjacent to the driveway to the Union Garage off of Osler Drive, just south of intersection, with Towsontown Bld",Towson,MD,21284,Baltimore,Waterway Construction,8/17/2017 12:00:00 AM,13-NT-0048,,,,Complete,Satisfactory/Compliance,Close File,N,125
141215,BGE-Bagley to Graceton Substation,"runs from the site of the planned Bagley substation southeast of Fallston and approximately 3 miles , south/south-west of Bel Air generally north to the site of the existing Graceton substation, in the , northern part of the county.",Bel Air,MD,21047,Harford,Nontidal Wetlands,8/22/2017 12:00:00 AM,14-NT-0011,,,,Inactive,Satisfactory/Compliance,"Additional Investigation Required,Close File",N,126
144271,FR DPW-Bridge No F-20-04-Lewistown Road,"Lewistown Road over Fishing Creek, Lewistown Road approximately 0.5 miles east of Hessong Bridge Road.",Thurmont,MD,21788,Frederick,Waterway Construction,9/5/2017 12:00:00 AM,14-NT-3253,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,127
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,9/19/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Additional Investigation Required,Additional Investigation Required,Y,128
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,NPDES Construction Activity,9/19/2017 12:00:00 AM,17-SF-0024,MDRCK02QS,,,Active,Additional Investigation Required,Additional Investigation Required,Y,129
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,NPDES Construction Activity,10/24/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,130
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,State_federal SWM,10/24/2017 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,131
